77.5324935913086,DOTA_COMBATLOG_GAME_STATE,2,
77.5324935913086,DOTA_COMBATLOG_GAME_STATE,9,
77.5324935913086,PLAYER_ENT,5,442370
77.5324935913086,PLAYER_ENT,1,14794755
77.5324935913086,PLAYER_ENT,2,11583492
77.5324935913086,PLAYER_ENT,8,3768325
77.5324935913086,PLAYER_ENT,7,10043398
77.5324935913086,PLAYER_ENT,0,344071
77.5324935913086,PLAYER_ENT,9,7962632
77.5324935913086,PLAYER_ENT,4,9977865
77.5324935913086,PLAYER_ENT,3,1196042
77.5324935913086,PLAYER_ENT,6,10272779
99.79882049560547,DOTA_COMBATLOG_GOLD,npc_dota_hero_disruptor,receives,625
99.86548614501953,DOTA_COMBATLOG_MODIFIER_ADD,npc_dota_hero_disruptor,modifier_fountain_aura_buff,dota_fountain
313.4783630371094,DOTA_COMBATLOG_GAME_STATE,3,
313.5450134277344,DOTA_COMBATLOG_GAME_STATE,4,
314.3448181152344,DOTA_COMBATLOG_GOLD,npc_dota_hero_weaver,receives,625
314.4114685058594,DOTA_COMBATLOG_MODIFIER_ADD,npc_dota_hero_weaver,modifier_fountain_aura_buff,dota_fountain
314.6114196777344,DOTA_COMBATLOG_GOLD,npc_dota_hero_venomancer,receives,625
314.6114196777344,DOTA_COMBATLOG_MODIFIER_ADD,npc_dota_hero_venomancer,modifier_fountain_aura_buff,dota_fountain
315.5445251464844,DOTA_COMBATLOG_GOLD,npc_dota_hero_ancient_apparition,receives,625
315.5445251464844,DOTA_COMBATLOG_MODIFIER_ADD,npc_dota_hero_ancient_apparition,modifier_fountain_aura_buff,dota_fountain
316.0110778808594,DOTA_COMBATLOG_GOLD,npc_dota_hero_dazzle,receives,625
316.0110778808594,DOTA_COMBATLOG_MODIFIER_ADD,npc_dota_hero_dazzle,modifier_fountain_aura_buff,dota_fountain
317.4107360839844,DOTA_COMBATLOG_GOLD,npc_dota_hero_drow_ranger,receives,625
317.4107360839844,DOTA_COMBATLOG_MODIFIER_ADD,npc_dota_hero_drow_ranger,modifier_fountain_aura_buff,dota_fountain
318.1438903808594,DOTA_COMBATLOG_PURCHASE,npc_dota_hero_disruptor,item_tango
318.4104919433594,DOTA_COMBATLOG_PURCHASE,npc_dota_hero_venomancer,item_courier
318.4771423339844,DOTA_COMBATLOG_PURCHASE,npc_dota_hero_weaver,item_tango
318.5437927246094,DOTA_COMBATLOG_PURCHASE,npc_dota_hero_disruptor,item_flask
318.8103942871094,DOTA_COMBATLOG_PURCHASE,npc_dota_hero_weaver,item_flask
